model_mtr_name,model_mtr_ep,dataset_name,dataset_type,metric_1,metric_2,p_value_mantissa,p_value_exponent,epoch,loss,loss_ranking,metric_1_ranking
ChemBerta_Small_30m,0.0,bace_classification,classification,0.701449,,1.704582,-5,0,0.7862958312034607,6,6
ChemBerta_Small_30m,0.0,bace_classification,classification,0.817572,,9.093801,-13,1,0.6576674580574036,0,1
ChemBerta_Small_30m,0.0,bace_classification,classification,0.807246,,6.445881,-12,2,0.6848686933517456,2,4
ChemBerta_Small_30m,0.0,bace_classification,classification,0.801812,,1.728991,-11,3,0.6818364858627319,1,5
ChemBerta_Small_30m,0.0,bace_classification,classification,0.825543,,1.853012,-13,4,0.7160940766334534,4,0
ChemBerta_Small_30m,0.0,bace_classification,classification,0.817572,,9.093801,-13,5,0.7136696577072144,3,1
ChemBerta_Small_30m,0.0,bace_classification,classification,0.817572,,9.093801,-13,6,0.7264242172241211,5,1
ChemBerta_Small_30m,0.0,bace_regression,regression,0.899693,0.748019,2.05674,-29,0,0.3790249526500702,0,5
ChemBerta_Small_30m,0.0,bace_regression,regression,0.87876,0.71161,1.122041,-26,1,0.4484869837760925,3,3
ChemBerta_Small_30m,0.0,bace_regression,regression,0.905023,0.727131,4.328159,-30,2,0.4757698476314544,5,6
ChemBerta_Small_30m,0.0,bace_regression,regression,0.740404,0.602455,5.190127,-29,3,0.4417783617973327,1,0
ChemBerta_Small_30m,0.0,bace_regression,regression,0.853604,0.679478,5.81621,-29,4,0.4477138817310333,2,1
ChemBerta_Small_30m,0.0,bace_regression,regression,0.89167,0.699996,5.157197,-27,5,0.4770218729972839,6,4
ChemBerta_Small_30m,0.0,bace_regression,regression,0.861735,0.678381,1.417186,-27,6,0.4640032052993774,4,2
ChemBerta_Small_30m,0.0,delaney,regression,1.066476,0.764848,6.866153,-34,0,0.725375235080719,6,6
ChemBerta_Small_30m,0.0,delaney,regression,0.839384,0.619743,2.792208,-36,1,0.5605543255805969,5,5
ChemBerta_Small_30m,0.0,delaney,regression,0.464946,0.37244,6.342966,-36,2,0.4322933852672577,0,0
ChemBerta_Small_30m,0.0,delaney,regression,0.50193,0.389666,4.458092,-37,3,0.4469139277935028,4,4
ChemBerta_Small_30m,0.0,delaney,regression,0.466579,0.38742,4.833947,-40,4,0.4370320737361908,2,1
ChemBerta_Small_30m,0.0,delaney,regression,0.472291,0.387068,2.761978,-40,5,0.4376044869422912,3,3
ChemBerta_Small_30m,0.0,delaney,regression,0.467996,0.3856,3.454861,-40,6,0.4322991073131561,1,2
ChemBerta_Small_30m,0.0,hiv,classification,0.710954,,1.862845,-16,0,0.1059050485491752,6,6
ChemBerta_Small_30m,0.0,hiv,classification,0.727513,,6.527762,-19,1,0.0863308012485504,4,5
ChemBerta_Small_30m,0.0,hiv,classification,0.739394,,8.651043,-21,2,0.0787541046738624,0,4
ChemBerta_Small_30m,0.0,hiv,classification,0.774065,,7.889077,-27,3,0.0912332087755203,5,1
ChemBerta_Small_30m,0.0,hiv,classification,0.755367,,1.814655,-23,4,0.0853670388460159,3,3
ChemBerta_Small_30m,0.0,hiv,classification,0.771527,,2.33199,-26,5,0.0813294202089309,2,2
ChemBerta_Small_30m,0.0,hiv,classification,0.774795,,5.764692,-27,6,0.0802543461322784,1,0
ChemBerta_Small_30m,0.0,lipo,regression,0.803676,0.643705,2.726485,-25,0,0.6760604977607727,6,5
ChemBerta_Small_30m,0.0,lipo,regression,0.821025,0.646197,1.94138,-29,1,0.6350303888320923,5,6
