model_mtr_name,model_mtr_ep,dataset_name,dataset_type,metric_1,metric_2,p_value_mantissa,p_value_exponent,epoch,loss,loss_ranking,metric_1_ranking
ChemLlama_Medium_20m,0.0,bace_classification,classification,0.774819,,1.537189,-9,0,0.7168370485305786,1,6
ChemLlama_Medium_20m,0.0,bace_classification,classification,0.778261,,8.99277,-10,1,0.7304844856262207,2,5
ChemLlama_Medium_20m,0.0,bace_classification,classification,0.807065,,6.664598,-12,2,0.6914262771606445,0,1
ChemLlama_Medium_20m,0.0,bace_classification,classification,0.801993,,1.673843,-11,3,0.7923038601875305,3,4
ChemLlama_Medium_20m,0.0,bace_classification,classification,0.814674,,1.593812,-12,4,0.8058097958564758,4,0
ChemLlama_Medium_20m,0.0,bace_classification,classification,0.80471,,1.025303,-11,5,0.8177571892738342,6,2
ChemLlama_Medium_20m,0.0,bace_classification,classification,0.802717,,1.469815,-11,6,0.8133652806282043,5,3
ChemLlama_Medium_20m,0.0,bace_regression,regression,0.811822,0.665128,1.605531,-25,0,0.4190453290939331,1,1
ChemLlama_Medium_20m,0.0,bace_regression,regression,0.927328,0.750918,1.325897,-24,1,0.4807811975479126,5,5
ChemLlama_Medium_20m,0.0,bace_regression,regression,0.783057,0.63394,1.85801,-28,2,0.4085628688335418,0,0
ChemLlama_Medium_20m,0.0,bace_regression,regression,0.940331,0.739608,2.776066,-23,3,0.4413216114044189,2,6
ChemLlama_Medium_20m,0.0,bace_regression,regression,0.919046,0.709157,1.803972,-23,4,0.5142880082130432,6,4
ChemLlama_Medium_20m,0.0,bace_regression,regression,0.843335,0.662214,1.165601,-25,5,0.4552723467350006,3,2
ChemLlama_Medium_20m,0.0,bace_regression,regression,0.882627,0.696926,7.575619,-25,6,0.4645641446113586,4,3
ChemLlama_Medium_20m,0.0,delaney,regression,0.670124,0.532632,5.773049,-28,0,0.5288362503051758,6,6
ChemLlama_Medium_20m,0.0,delaney,regression,0.574709,0.468132,2.18137,-32,1,0.4617052376270294,5,5
ChemLlama_Medium_20m,0.0,delaney,regression,0.525059,0.415031,1.349963,-27,2,0.4376606345176697,4,4
ChemLlama_Medium_20m,0.0,delaney,regression,0.480921,0.389704,4.954803,-34,3,0.4158412218093872,3,2
ChemLlama_Medium_20m,0.0,delaney,regression,0.492142,0.394204,1.760997,-33,4,0.4058053493499756,2,3
ChemLlama_Medium_20m,0.0,delaney,regression,0.470831,0.369967,2.380318,-34,5,0.4025505781173706,1,0
ChemLlama_Medium_20m,0.0,delaney,regression,0.471348,0.372671,8.769367,-35,6,0.3985098004341125,0,1
ChemLlama_Medium_20m,0.0,hiv,classification,0.704334,,1.583499,-15,0,0.0859642848372459,5,6
ChemLlama_Medium_20m,0.0,hiv,classification,0.723123,,3.047652,-18,1,0.0816490426659584,3,5
ChemLlama_Medium_20m,0.0,hiv,classification,0.771261,,2.611542,-26,2,0.0835201442241668,4,3
ChemLlama_Medium_20m,0.0,hiv,classification,0.748661,,2.540454,-22,3,0.0874372869729995,6,4
ChemLlama_Medium_20m,0.0,hiv,classification,0.786346,,3.586086,-29,4,0.0807922929525375,1,2
ChemLlama_Medium_20m,0.0,hiv,classification,0.789766,,7.640918,-30,5,0.0807596296072006,0,1
ChemLlama_Medium_20m,0.0,hiv,classification,0.791309,,3.779797,-30,6,0.0810471847653389,2,0
ChemLlama_Medium_20m,0.0,lipo,regression,0.850099,0.686199,7.200071,-22,0,0.684631884098053,6,6
ChemLlama_Medium_20m,0.0,lipo,regression,0.814308,0.651227,2.395977,-24,1,0.660758376121521,5,4
ChemLlama_Medium_20m,0.0,lipo,regression,0.833214,0.641855,1.642055,-32,2,0.6235991716384888,4,5
ChemLlama_Medium_20m,0.0,lipo,regression,0.768074,0.609067,2.89781,-34,3,0.5680096745491028,2,3
ChemLlama_Medium_20m,0.0,lipo,regression,0.765831,0.604568,1.018189,-35,4,0.578443706035614,3,2
ChemLlama_Medium_20m,0.0,lipo,regression,0.757787,0.59408,3.982381,-39,5,0.5636234879493713,1,1
ChemLlama_Medium_20m,0.0,lipo,regression,0.75218,0.587802,4.732201,-40,6,0.5567377209663391,0,0
ChemLlama_Medium_20m,0.0,tox21_sr_p53,classification,0.732506,,1.263259,-7,0,0.179132804274559,5,6
ChemLlama_Medium_20m,0.0,tox21_sr_p53,classification,0.762577,,2.198169,-9,1,0.2097407132387161,6,5
ChemLlama_Medium_20m,0.0,tox21_sr_p53,classification,0.788588,,4.367307,-11,2,0.1632704883813858,0,4
ChemLlama_Medium_20m,0.0,tox21_sr_p53,classification,0.800677,,6.178418,-12,3,0.163858950138092,1,2
ChemLlama_Medium_20m,0.0,tox21_sr_p53,classification,0.805668,,2.686217,-12,4,0.1706010550260543,2,0
ChemLlama_Medium_20m,0.0,tox21_sr_p53,classification,0.800135,,6.756361,-12,5,0.1748210191726684,4,3
ChemLlama_Medium_20m,0.0,tox21_sr_p53,classification,0.801278,,5.592908,-12,6,0.1744856536388397,3,1
ChemLlama_Medium_20m,1.0,bace_classification,classification,0.725,,1.283943,-6,0,0.8645797371864319,6,6
ChemLlama_Medium_20m,1.0,bace_classification,classification,0.781703,,5.20773,-10,1,0.6804735064506531,0,3
ChemLlama_Medium_20m,1.0,bace_classification,classification,0.788768,,1.642423,-10,2,0.7002623677253723,1,0
ChemLlama_Medium_20m,1.0,bace_classification,classification,0.776993,,1.096941,-9,3,0.735366940498352,2,5
ChemLlama_Medium_20m,1.0,bace_classification,classification,0.782609,,4.502686,-10,4,0.778221070766449,3,1
ChemLlama_Medium_20m,1.0,bace_classification,classification,0.782609,,4.502686,-10,5,0.8048452138900757,4,1
ChemLlama_Medium_20m,1.0,bace_classification,classification,0.780616,,6.195119,-10,6,0.8100960850715637,5,4
ChemLlama_Medium_20m,1.0,bace_regression,regression,1.09139,0.926326,7.348871,-24,0,0.5625938773155212,6,6
ChemLlama_Medium_20m,1.0,bace_regression,regression,0.764033,0.63744,4.116205,-26,1,0.3844906687736511,0,0
ChemLlama_Medium_20m,1.0,bace_regression,regression,0.876327,0.706836,9.511149,-25,2,0.4706228971481323,2,2
ChemLlama_Medium_20m,1.0,bace_regression,regression,0.984592,0.775654,9.289348,-22,3,0.4784448742866516,4,5
ChemLlama_Medium_20m,1.0,bace_regression,regression,0.874611,0.679064,5.82768,-23,4,0.470026433467865,1,1
ChemLlama_Medium_20m,1.0,bace_regression,regression,0.878679,0.692414,3.641266,-24,5,0.4729189276695251,3,3
ChemLlama_Medium_20m,1.0,bace_regression,regression,0.92467,0.728686,5.075671,-23,6,0.4836744964122772,5,4
ChemLlama_Medium_20m,1.0,delaney,regression,0.717155,0.559782,4.823027,-35,0,0.5178767442703247,6,6
ChemLlama_Medium_20m,1.0,delaney,regression,0.556742,0.446792,2.742211,-32,1,0.3966792225837707,3,5
ChemLlama_Medium_20m,1.0,delaney,regression,0.491449,0.389922,3.7265,-37,2,0.4381813108921051,5,3
ChemLlama_Medium_20m,1.0,delaney,regression,0.45143,0.355466,2.198887,-37,3,0.3785388767719269,2,0
ChemLlama_Medium_20m,1.0,delaney,regression,0.556483,0.41671,2.119151,-39,4,0.4010953605175018,4,4
ChemLlama_Medium_20m,1.0,delaney,regression,0.465815,0.369761,3.178452,-39,5,0.3776851296424866,0,1
ChemLlama_Medium_20m,1.0,delaney,regression,0.468556,0.369454,1.012439,-38,6,0.3777906596660614,1,2
ChemLlama_Medium_20m,1.0,hiv,classification,0.743162,,2.095242,-21,0,0.1015928909182548,5,6
ChemLlama_Medium_20m,1.0,hiv,classification,0.764136,,5.161291,-25,1,0.1137340739369392,6,4
ChemLlama_Medium_20m,1.0,hiv,classification,0.767954,,1.053728,-25,2,0.0892110392451286,3,3
ChemLlama_Medium_20m,1.0,hiv,classification,0.761932,,1.277431,-24,3,0.0935863479971885,4,5
ChemLlama_Medium_20m,1.0,hiv,classification,0.782752,,1.783328,-28,4,0.0825897753238678,0,0
ChemLlama_Medium_20m,1.0,hiv,classification,0.775994,,3.436513,-27,5,0.0847194567322731,2,1
ChemLlama_Medium_20m,1.0,hiv,classification,0.774592,,6.290152,-27,6,0.0833326131105423,1,2
ChemLlama_Medium_20m,1.0,lipo,regression,0.838791,0.676848,1.162509,-17,0,0.7342440485954285,6,6
ChemLlama_Medium_20m,1.0,lipo,regression,0.829349,0.651639,4.982034,-25,1,0.6408594846725464,5,5
ChemLlama_Medium_20m,1.0,lipo,regression,0.786262,0.626061,8.115909,-29,2,0.6055635809898376,4,4
ChemLlama_Medium_20m,1.0,lipo,regression,0.766573,0.600143,5.734119,-37,3,0.5878503918647766,3,3
ChemLlama_Medium_20m,1.0,lipo,regression,0.757544,0.588034,7.389342,-39,4,0.5821526050567627,2,2
ChemLlama_Medium_20m,1.0,lipo,regression,0.751134,0.579594,1.431903,-38,5,0.5789430141448975,1,1
ChemLlama_Medium_20m,1.0,lipo,regression,0.746202,0.575513,1.999802,-39,6,0.5740987658500671,0,0
ChemLlama_Medium_20m,1.0,tox21_sr_p53,classification,0.70854,,2.233317,-6,0,0.1842541992664337,6,6
ChemLlama_Medium_20m,1.0,tox21_sr_p53,classification,0.757706,,4.38575,-9,1,0.1679621636867523,5,4
ChemLlama_Medium_20m,1.0,tox21_sr_p53,classification,0.744505,,2.665379,-8,2,0.1654814332723617,4,5
ChemLlama_Medium_20m,1.0,tox21_sr_p53,classification,0.778665,,2.039559,-10,3,0.160205453634262,2,3
ChemLlama_Medium_20m,1.0,tox21_sr_p53,classification,0.783777,,9.286502,-11,4,0.1583544164896011,0,2
ChemLlama_Medium_20m,1.0,tox21_sr_p53,classification,0.788859,,4.184167,-11,5,0.1601377725601196,1,0
ChemLlama_Medium_20m,1.0,tox21_sr_p53,classification,0.78519,,7.451075,-11,6,0.160912200808525,3,1
ChemLlama_Medium_20m,2.0,bace_classification,classification,0.78442,,3.358749,-10,0,0.777653157711029,3,6
ChemLlama_Medium_20m,2.0,bace_classification,classification,0.808333,,5.272629,-12,1,0.7054827213287354,0,0
ChemLlama_Medium_20m,2.0,bace_classification,classification,0.796014,,4.796944,-11,2,0.7101452350616455,1,1
ChemLlama_Medium_20m,2.0,bace_classification,classification,0.787138,,2.152089,-10,3,0.7181557416915894,2,4
ChemLlama_Medium_20m,2.0,bace_classification,classification,0.793659,,7.194741,-11,4,0.7846226692199707,4,2
