model_mtr_name,model_mtr_ep,dataset_name,dataset_type,metric_1,metric_2,p_value_mantissa,p_value_exponent,epoch,loss,loss_ranking,metric_1_ranking
ChemBerta_Small_10m,0.0,bace_classification,classification,0.728804,,8.178282,-7,0,0.7677725553512573,6,6
ChemBerta_Small_10m,0.0,bace_classification,classification,0.777355,,1.036549,-9,1,0.7022325396537781,2,5
ChemBerta_Small_10m,0.0,bace_classification,classification,0.805797,,8.41028,-12,2,0.6396098136901855,0,3
ChemBerta_Small_10m,0.0,bace_classification,classification,0.802355,,1.568617,-11,3,0.702951192855835,3,4
ChemBerta_Small_10m,0.0,bace_classification,classification,0.819203,,6.605845,-13,4,0.6632441878318787,1,2
ChemBerta_Small_10m,0.0,bace_classification,classification,0.819746,,5.934366,-13,5,0.7222615480422974,5,1
ChemBerta_Small_10m,0.0,bace_classification,classification,0.821377,,4.293983,-13,6,0.7135739326477051,4,0
ChemBerta_Small_10m,0.0,bace_regression,regression,0.93128,0.754202,8.220282,-25,0,0.4745308458805084,1,4
ChemBerta_Small_10m,0.0,bace_regression,regression,0.823943,0.670118,3.808438,-31,1,0.487127810716629,3,0
ChemBerta_Small_10m,0.0,bace_regression,regression,0.933637,0.714948,4.492608,-23,2,0.485447347164154,2,5
ChemBerta_Small_10m,0.0,bace_regression,regression,0.843666,0.640629,2.169822,-26,3,0.4487228393554687,0,1
ChemBerta_Small_10m,0.0,bace_regression,regression,0.910077,0.685014,1.46364,-24,4,0.4879144728183746,4,3
ChemBerta_Small_10m,0.0,bace_regression,regression,0.970954,0.731617,2.923468,-22,5,0.5080938339233398,6,6
ChemBerta_Small_10m,0.0,bace_regression,regression,0.909238,0.677805,1.424573,-23,6,0.4898835718631744,5,2
ChemBerta_Small_10m,0.0,delaney,regression,0.575428,0.456099,9.286701,-32,0,0.5016809701919556,6,6
ChemBerta_Small_10m,0.0,delaney,regression,0.505682,0.393956,1.403145,-32,1,0.4771183431148529,5,2
ChemBerta_Small_10m,0.0,delaney,regression,0.531298,0.424044,1.318157,-37,2,0.435390293598175,4,5
ChemBerta_Small_10m,0.0,delaney,regression,0.498803,0.402155,3.206307,-36,3,0.412331223487854,1,1
ChemBerta_Small_10m,0.0,delaney,regression,0.480324,0.382189,7.735959,-37,4,0.4054832756519317,0,0
ChemBerta_Small_10m,0.0,delaney,regression,0.516054,0.405912,1.198917,-35,5,0.4211586713790893,2,4
ChemBerta_Small_10m,0.0,delaney,regression,0.50784,0.400647,6.115369,-36,6,0.4216734766960144,3,3
ChemBerta_Small_10m,0.0,hiv,classification,0.611736,,1.38264,-5,0,0.0911785885691642,6,6
ChemBerta_Small_10m,0.0,hiv,classification,0.733776,,6.871776,-20,1,0.0843006893992424,5,4
ChemBerta_Small_10m,0.0,hiv,classification,0.732428,,1.121452,-19,2,0.0836497619748115,2,5
ChemBerta_Small_10m,0.0,hiv,classification,0.744228,,1.397043,-21,3,0.0839033275842666,4,3
ChemBerta_Small_10m,0.0,hiv,classification,0.763172,,7.678987,-25,4,0.0838142037391662,3,1
ChemBerta_Small_10m,0.0,hiv,classification,0.760322,,2.465268,-24,5,0.0809938535094261,0,2
ChemBerta_Small_10m,0.0,hiv,classification,0.76336,,7.109091,-25,6,0.0813045725226402,1,0
ChemBerta_Small_10m,0.0,lipo,regression,0.849378,0.691177,5.175045,-21,0,0.6653463244438171,6,6
ChemBerta_Small_10m,0.0,lipo,regression,0.790057,0.639689,9.438403,-31,1,0.6460604071617126,5,5
ChemBerta_Small_10m,0.0,lipo,regression,0.783445,0.619482,1.365323,-35,2,0.6410852074623108,4,4
ChemBerta_Small_10m,0.0,lipo,regression,0.755642,0.589857,1.626238,-35,3,0.585345983505249,3,3
ChemBerta_Small_10m,0.0,lipo,regression,0.751622,0.581628,8.415366,-40,4,0.565895140171051,2,2
ChemBerta_Small_10m,0.0,lipo,regression,0.736894,0.577952,7.575491,-40,5,0.5490782260894775,1,1
ChemBerta_Small_10m,0.0,lipo,regression,0.72945,0.569248,2.190662,-41,6,0.5448204278945923,0,0
ChemBerta_Small_10m,0.0,tox21_sr_p53,classification,0.72565,,2.966072,-7,0,0.1910832971334457,6,6
ChemBerta_Small_10m,0.0,tox21_sr_p53,classification,0.742069,,3.679071,-8,1,0.1758807748556137,3,4
ChemBerta_Small_10m,0.0,tox21_sr_p53,classification,0.741798,,3.81244,-8,2,0.1765813678503036,5,5
ChemBerta_Small_10m,0.0,tox21_sr_p53,classification,0.798451,,8.913525,-12,3,0.1763481646776199,4,0
ChemBerta_Small_10m,0.0,tox21_sr_p53,classification,0.775177,,3.458625,-10,4,0.1693922728300094,0,3
ChemBerta_Small_10m,0.0,tox21_sr_p53,classification,0.787626,,5.084085,-11,5,0.173973262310028,1,1
ChemBerta_Small_10m,0.0,tox21_sr_p53,classification,0.785521,,7.075602,-11,6,0.1748917251825332,2,2
ChemBerta_Small_10m,1.0,bace_classification,classification,0.78442,,3.358749,-10,0,0.6762056946754456,1,0
ChemBerta_Small_10m,1.0,bace_classification,classification,0.752717,,3.819208,-8,1,0.6681503653526306,0,6
ChemBerta_Small_10m,1.0,bace_classification,classification,0.760688,,1.253343,-8,2,0.7364065647125244,6,5
ChemBerta_Small_10m,1.0,bace_classification,classification,0.782609,,4.502686,-10,3,0.7073515057563782,5,1
ChemBerta_Small_10m,1.0,bace_classification,classification,0.765399,,6.339576,-9,4,0.6987769603729248,4,4
ChemBerta_Small_10m,1.0,bace_classification,classification,0.780435,,6.376364,-10,5,0.6913774013519287,3,2
ChemBerta_Small_10m,1.0,bace_classification,classification,0.776268,,1.228073,-9,6,0.6907106041908264,2,3
ChemBerta_Small_10m,1.0,bace_regression,regression,0.799344,0.656663,2.648277,-27,0,0.4066415727138519,0,0
ChemBerta_Small_10m,1.0,bace_regression,regression,1.104113,0.933954,1.935881,-20,1,0.4991461038589477,6,6
ChemBerta_Small_10m,1.0,bace_regression,regression,0.902357,0.749146,5.635338,-23,2,0.4564468264579773,5,1
